500 43276
141 401 1.20526
141 397 0.416394
141 396 0.84143
141 391 1.19374
141 381 0.651212
141 368 1.00452
141 367 1.23788
141 366 0.810451
141 348 1.57151
141 347 1.93414
141 345 1.01657
141 341 1.71932
141 340 0.929615
141 339 0.758069
141 338 1.35697
141 327 1.12671
141 323 1.26396
141 318 1.57594
141 317 1.08967
141 306 1.01594
141 305 0.719517
141 304 1.38107
141 300 0.404318
141 296 1.07586
141 291 0.948706
141 283 0.66907
141 281 0.957114
141 276 0.913276
141 275 1.88849
141 273 0.814864
141 271 1.35546
141 270 1.09633
141 265 1.3223
141 262 1.32585
141 261 1.02382
141 260 1.17485
141 249 1.70517
141 248 0.596375
141 246 1.21421
141 245 1.39215
141 243 0.579446
141 242 0.89589
141 239 1.68649
141 238 1.02513
141 237 1.13808
141 236 0.951184
141 231 1.26782
141 230 0.723363
141 229 1.59405
141 228 0.506436
141 227 1.00762
141 226 0.614934
141 224 0.835157
141 223 1.32339
141 222 0.516974
141 221 0.890054
141 220 0.936268
141 219 1.0551
141 218 0.127487
141 217 0.905845
141 216 0.671481
141 214 0.618048
141 212 0.451212
141 211 0.658738
141 209 0.838081
141 208 1.26833
141 207 1.2318
141 206 1.00135
141 204 1.58599
141 203 0.652524
141 202 1.08232
141 201 0.80684
141 200 0.569059
141 198 1.1232
141 197 0.533535
141 196 1.07873
141 195 1.05087
141 194 0.722984
141 193 0.943452
141 191 1.07925
141 190 1.36402
141 187 1.48263
141 186 1.45401
141 185 1.00099
141 184 1.0518
141 183 0.990271
141 182 0.933355
141 181 1.03513
141 180 0.788131
141 179 0.856183
141 178 0.926346
141 177 1.27225
141 176 0.862904
141 174 1.08275
141 173 0.873805
141 172 1.21866
141 171 0.873727
141 169 1.4748
141 168 1.57402
141 167 0.818806
141 166 0.824443
141 165 0.877279
141 164 0.971732
141 162 0.755045
141 161 0.984195
141 157 1.61118
141 155 1.81744
141 152 1.17714
141 150 0.949484
141 149 1.52934
141 148 1.12084
141 147 0.954746
141 146 0.704078
141 145 1.04733
141 144 0.786427
141 142 1.26221
142 498 1.30367
142 495 1.10679
142 493 0.846832
142 492 1.0203
142 490 0.955626
142 488 0.719517
142 485 1.41616
142 481 0.762953
142 478 1.44112
142 463 0.996592
142 460 0.518513
142 457 1.27339
142 454 1.04601
142 452 1.22629
142 447 1.17481
142 446 1.00404
142 443 0.073243
142 439 1.16003
142 406 0.902823
142 404 1.51217
142 398 0.723261
142 396 1.16037
142 392 1.21165
142 390 1.60686
142 377 0.690216
142 376 1.10764
142 367 1.28999
142 355 1.24722
142 350 1.30201
142 348 1.45203
142 345 0.733493
142 340 0.489264
142 339 1.32922
142 321 0.88603
142 319 1.06547
142 312 1.12562
142 306 0.787604
142 305 1.01015
142 292 1.06112
142 291 1.10654
142 286 0.674929
142 281 0.925886
142 279 1.14914
142 257 0.6939
142 249 0.859193
142 246 0.997292
142 244 1.16125
142 243 1.11627
142 242 1.39071
142 241 1.40951
142 240 0.605638
142 239 1.61533
142 238 0.845967
142 237 0.974939
142 236 1.30368
142 232 1.52649
142 231 1.0998
142 229 0.706878
142 228 1.24725
142 227 0.764073
142 226 1.07023
142 225 0.745737
142 224 1.01932
142 221 1.35271
142 220 0.730119
142 219 0.944041
142 218 1.15456
142 216 1.07065
142 215 1.05035
142 214 1.16126
142 213 0.762951
142 211 0.902434
142 210 1.47323
142 209 0.95044
142 208 0.926539
142 207 1.41863
142 206 0.439437
142 205 1.17432
142 204 1.09999
142 203 1.34161
142 202 1.37946
142 201 1.06249
142 199 0.630411
142 198 1.04525
142 197 0.537527
142 196 1.23325
142 195 0.505343
142 194 0.833575
142 193 1.19901
142 192 0.976862
142 191 1.4265
142 190 0.933572
142 188 1.15931
142 187 1.16061
142 186 1.19852
142 185 0.599728
142 184 0.821295
142 182 0.643332
142 181 1.11303
142 180 0.743508
142 179 0.887534
142 178 0.443112
142 177 0.752105
142 176 0.932449
142 175 1.17082
142 174 0.944561
142 173 1.07859
142 171 0.465613
142 170 1.10357
142 169 1.21164
142 168 1.27286
142 166 1.07294
142 165 1.08368
142 164 1.2113
142 162 1.26024
142 161 1.02537
142 159 0.992753
142 158 1.18307
142 157 1.04135
142 156 0.952339
142 155 1.29763
142 154 2.04687
142 153 0.680447
142 151 1.03499
142 150 0.917381
142 148 1.50228
142 146 1.04436
142 145 1.27195
142 143 1.35765
143 495 1.0307
143 489 0.930797
143 485 1.22556
143 481 1.15061
143 479 0.920116
143 478 1.30857
143 476 0.556477
143 473 1.41779
143 471 1.00286
143 468 1.2349
143 459 1.27252
143 457 1.08105
143 454 1.28503
143 434 1.79728
143 431 1.05909
143 426 0.459016
143 422 0.743096
143 412 1.05986
143 411 1.13784
143 410 0.844492
143 405 1.35586
143 404 0.966429
143 391 1.15959
143 388 0.676829
143 386 1.21215
143 375 0.835228
143 372 0.72267
143 370 0.730951
143 369 1.3685
143 361 0.583078
143 360 0.663577
143 359 0.726397
143 357 1.05969
143 345 1.03039
143 340 0.758593
143 338 1.08562
143 334 0.787771
143 331 1.62386
143 330 1.07491
143 322 0.553686
143 320 1.41641
143 315 1.21164
143 313 1.28747
143 309 0.876148
143 304 1.307
143 297 1.15317
143 284 0.753787
143 279 1.40605
143 254 1.36634
143 248 1.23164
143 247 1.5977
143 246 0.906365
143 245 0.35092
143 244 0.834001
143 242 0.807031
143 241 0.904235
143 240 1.50518
143 239 1.26788
143 238 1.26456
143 237 1.12754
143 236 0.882558
143 235 1.21899
143 234 0.934944
143 233 1.20577
143 232 1.03613
143 231 1.17191
143 230 0.739538
143 229 1.14621
143 228 1.3669
143 227 1.41333
143 226 1.12091
143 225 0.8459
143 223 1.20215
143 222 1.3531
143 221 0.601133
143 218 1.26529
143 217 1.13827
143 216 0.997866
143 214 1.29061
143 213 0.547047
143 212 1.05726
143 211 0.754577
143 210 0.770954
143 209 1.16103
143 207 1.01631
143 206 1.06561
143 204 0.724377
143 202 0.416665
143 201 1.51378
143 197 0.374655
143 196 1.40787
143 194 0.700776
143 193 0.686951
143 192 0.794821
143 191 0.662178
143 190 0.923259
143 189 1.25599
143 188 1.36985
143 187 1.2469
143 186 1.3341
143 184 1.06864
143 182 1.42
143 181 0.650606
143 179 1.35461
143 178 0.846882
143 177 0.604696
143 175 0.964037
143 173 0.679452
143 172 1.51713
143 171 1.50839
143 170 0.72022
143 169 0.662399
143 168 0.935983
143 167 0.568329
143 166 0.773286
143 164 1.39398
143 163 1.20595
143 162 1.09341
143 161 1.04446
143 160 0.827012
143 159 1.32274
143 158 0.868091
143 157 0.965444
143 156 0.96833
143 155 1.16446
143 154 1.14539
143 153 0.870967
143 151 0.626739
143 150 0.851039
143 149 0.654648
143 148 0.589631
143 147 1.22442
144 496 1.21781
144 492 1.13376
144 484 1.09117
144 481 0.707987
144 479 1.13036
144 478 0.94264
144 472 1.07386
144 470 0.976922
144 468 1.01293
144 466 0.874687
144 462 0.843382
144 459 1.07614
144 458 0.816941
144 456 0.529174
144 445 0.924719
144 443 1.17506
144 440 1.01076
144 437 1.08875
144 436 1.45438
144 434 0.70378
144 413 1.19685
144 412 0.725475
144 409 0.637542
144 408 1.01082
144 404 1.57016
144 401 1.22065
144 398 1.10943
144 394 1.01443
144 389 1.63016
144 376 1.16921
144 373 0.69516
144 371 1.11664
144 370 0.855273
144 369 0.882031
144 367 1.23979
144 365 1.02813
144 364 0.713591
144 362 0.887482
144 361 1.14499
144 356 1.38576
144 348 1.25295
144 334 1.11674
144 333 0.718229
144 329 0.879147
144 327 0.420309
144 326 0.676324
144 323 0.941368
144 322 1.60237
144 319 0.722368
144 301 1.09954
144 300 0.740523
144 299 0.612358
144 296 1.43582
144 290 1.34121
144 285 1.19312
144 269 1.03994
144 263 1.38588
144 258 0.820844
144 257 0.577473
144 251 1.02711
144 249 1.4947
144 248 0.711426
144 247 1.03212
144 246 0.917382
144 245 0.837844
144 244 1.07294
144 243 0.770163
144 242 1.52247
144 240 1.67913
144 239 1.09843
144 237 1.10677
144 236 1.30583
144 235 0.843141
144 234 1.34557
144 232 0.797046
144 230 0.824768
144 227 1.07648
144 226 0.459055
144 225 0.870871
144 224 1.07846
144 223 1.06191
144 222 0.791293
144 221 1.04879
144 220 1.42625
144 219 0.99295
144 217 0.700494
144 216 1.04108
144 214 1.20828
144 213 1.26622
144 212 0.425022
144 210 0.759031
144 208 1.06432
144 207 0.480779
144 206 1.39975
144 205 1.09426
144 204 1.13717
144 202 0.673109
144 200 1.02059
144 198 1.6832
144 197 1.48427
144 196 1.00749
144 195 1.09008
144 194 1.26975
144 193 1.20295
144 192 0.485598
144 191 0.738032
144 190 0.960299
144 189 0.882973
144 188 0.70771
144 187 0.600563
144 186 0.700297
144 184 1.043
144 183 0.925732
144 182 0.803287
144 181 0.535667
144 180 1.27108
144 178 1.10125
144 176 1.19483
144 175 0.757122
144 174 0.803689
144 172 0.562973
144 171 0.990174
144 168 1.24182
144 167 0.755238
144 165 1.1469
144 164 1.11381
144 162 1.26866
144 161 1.30489
144 160 1.01911
144 159 0.905607
144 158 1.24107
144 156 1.22775
144 155 1.46814
144 154 0.918998
144 153 0.824864
144 152 1.18765
144 151 1.04598
144 150 1.0329
144 149 1.06898
144 147 0.777757
144 146 1.14238
144 145 1.41943
145 499 1.13956
145 495 1.1078
145 492 0.866252
145 485 0.269396
145 484 1.45028
145 481 1.41466
145 473 0.85007
145 472 0.876466
145 471 0.73759
145 457 1.14129
145 454 1.00561
145 447 0.85995
145 446 0.735022
145 444 1.10506
145 438 1.18894
145 433 1.01833
145 430 0.790632
145 428 0.954226
145 427 0.968368
145 425 0.825448
145 412 1.04254
145 407 0.766214
145 402 0.972467
145 390 1.12998
145 381 1.37361
145 375 0.993809
145 371 1.45949
145 357 0.83115
145 353 1.29232
145 337 0.493327
145 335 0.831113
145 321 0.932584
145 319 1.05295
145 318 0.974702
145 317 0.71885
145 316 1.11901
145 312 1.29656
145 311 1.02499
145 308 0.802109
145 306 1.06155
145 294 0.903491
145 287 1.19123
145 272 1.14559
145 262 0.825362
145 258 1.32131
145 257 0.966238
145 251 1.57516
145 249 0.310599
145 248 0.669002
145 247 1.09224
145 246 1.01708
145 245 0.985368
145 243 1.13104
145 242 1.38386
145 241 1.48718
145 240 1.33464
145 239 0.726154
145 238 0.329703
145 236 1.12402
145 235 1.14688
145 234 1.28692
145 233 1.13041
145 232 0.986691
145 231 0.847426
145 230 1.00871
145 229 0.91168
145 228 0.835734
145 227 0.14681
145 226 0.698312
145 225 0.868011
145 224 0.71576
145 223 0.55715
145 221 0.767915
145 220 0.753933
145 217 0.819339
145 216 1.24035
145 215 0.93784
145 213 0.285061
145 212 0.822579
145 210 1.25465
145 207 1.19657
145 206 0.923368
145 205 0.79492
145 204 0.614942
145 203 0.651224
145 201 1.18611
145 200 1.03444
145 199 0.845697
145 197 1.19883
145 196 0.979902
145 195 1.14499
145 194 1.28215
145 193 1.02023
145 192 1.25789
145 191 1.05104
145 190 1.46399
145 189 1.21449
145 187 0.658874
145 186 0.686098
145 185 0.939243
145 183 1.37021
145 182 0.807327
145 180 1.30244
145 179 1.03434
145 178 0.439421
145 177 0.581303
145 175 1.57816
145 174 0.587208
145 173 0.990853
145 172 0.884786
145 170 0.899435
145 169 0.489498
145 168 1.28129
145 167 1.12087
145 166 1.125
145 164 1.46511
145 163 0.662508
145 162 1.25393
145 161 1.33267
145 159 1.09177
145 158 0.728691
145 156 1.02193
145 155 1.20595
145 154 0.180978
145 153 1.29144
145 152 0.820381
145 151 0.759823
145 150 1.49462
145 147 0.830507
146 499 0.780422
146 464 1.09748
146 462 0.948722
146 458 1.26039
146 450 1.36913
146 430 0.924165
146 428 1.29619
146 421 0.34567
146 415 1.29697
146 413 1.41191
146 406 1.44511
146 400 0.459976
146 390 0.342383
146 379 1.76741
146 374 0.638081
146 358 0.959509
146 356 0.880447
146 354 1.07365
146 339 1.81008
146 338 1.32789
146 337 0.752075
146 333 1.09155
146 330 1.76492
146 324 1.16756
146 323 1.17641
146 321 1.12319
146 317 1.02663
146 309 0.767361
146 308 1.181
146 303 0.413682
146 297 0.978863
146 295 0.769511
146 291 0.695161
146 290 1.28698
146 281 0.696342
146 275 1.22337
146 273 1.07727
146 270 0.761893
146 263 0.784913
146 262 1.0021
146 258 1.04675
146 248 0.938782
146 247 1.14492
146 246 1.74721
146 245 1.03765
146 244 0.521587
146 243 1.71423
146 241 1.00377
146 240 0.970846
146 239 0.698257
146 238 0.422561
146 237 0.992881
146 236 1.01343
146 235 1.70514
146 234 1.21816
146 232 1.32648
146 231 1.44534
146 230 0.973732
146 228 1.29823
146 227 0.859972
146 226 1.17555
146 225 1.14723
146 223 1.74228
146 222 0.971756
146 219 1.3034
146 218 0.968605
146 215 0.818911
146 214 0.963255
146 212 0.919577
146 211 1.31957
146 210 1.29507
146 209 0.898156
146 208 1.12263
146 207 0.688234
146 206 0.872888
146 205 1.3091
146 201 0.737573
146 200 0.639828
146 198 0.952744
146 197 1.05299
146 196 1.21634
146 194 0.826527
146 193 1.09524
146 191 0.736192
146 190 1.05124
146 189 1.36634
146 188 1.11628
146 187 1.24064
146 184 1.55856
146 183 1.07089
146 182 1.67388
146 181 0.577116
146 180 0.969445
146 179 1.24105
146 178 0.683273
146 177 1.26032
146 174 1.47381
146 173 1.47909
146 172 1.45144
146 171 1.38487
146 170 1.43803
146 169 0.91604
146 168 0.667442
146 167 1.05001
146 166 0.717045
146 164 0.657729
146 163 1.11647
146 162 0.656339
146 161 0.699751
146 160 1.46928
146 159 0.884674
146 158 1.23734
146 157 0.642383
146 156 1.34693
146 155 1.2769
146 154 0.96264
146 151 0.871234
146 150 1.07407
146 149 1.40386
146 148 1.4066
146 147 1.47754
147 499 1.2715
147 497 1.07878
147 496 0.980434
147 494 0.774778
147 484 0.959874
147 482 1.17799
147 477 0.827137
147 471 0.794265
147 464 0.761057
147 463 1.16776
147 459 0.711888
147 456 1.12324
147 451 0.735837
147 437 1.35035
147 433 0.571171
147 432 1.11833
147 426 1.13641
147 421 0.684913
147 420 1.21095
147 416 1.2166
147 415 0.893847
147 398 1.00064
147 378 1.73343
147 377 1.59978
147 368 0.73587
147 367 0.852321
147 366 1.14435
147 361 1.11214
147 360 0.957469
147 351 0.382426
147 339 1.64857
147 337 1.02094
147 334 1.06903
147 331 0.905397
147 329 0.926106
147 327 1.09598
147 317 1.00507
147 316 0.617804
147 307 1.62323
147 305 0.841004
147 300 0.796755
147 295 1.35769
147 289 0.851891
147 284 0.820569
147 282 0.854444
147 280 1.03228
147 273 0.932377
147 269 1.0283
147 258 1.10132
147 257 1.03344
147 254 1.51194
147 248 0.697609
147 247 1.27525
147 246 0.8694
147 245 1.28328
147 244 1.35658
147 243 1.0179
147 242 1.07619
147 241 0.910469
147 240 1.34626
147 239 0.396966
147 236 0.452571
147 235 0.87125
147 234 1.15045
147 233 0.758875
147 232 1.27009
147 230 0.776101
147 229 1.49309
147 228 0.706632
147 227 1.19353
147 226 0.418786
147 225 0.650567
147 224 0.568148
147 223 0.923624
147 222 0.900291
147 221 1.0426
147 219 1.27876
147 216 1.25994
147 214 1.36714
147 212 1.09231
147 211 0.972088
147 209 1.15985
147 208 0.783186
147 207 0.476633
147 205 0.435689
147 204 1.3063
147 203 0.761233
147 201 1.02378
147 199 1.17693
147 198 0.638339
147 197 0.809908
147 195 1.1857
147 194 1.33347
147 192 1.06313
147 190 0.742198
147 189 1.1751
147 188 1.68034
147 187 0.724495
147 186 1.02598
147 185 0.895381
147 184 1.26362
147 183 0.972801
147 181 0.707859
147 180 0.542592
147 179 1.38045
147 178 0.854619
147 177 1.51597
147 176 1.15777
147 175 1.01319
147 174 0.489399
147 172 1.18992
147 170 0.848197
147 169 0.60669
147 168 0.948397
147 167 0.54605
147 166 0.880558
147 165 0.922719
147 164 0.333722
147 161 1.12282
147 160 1.21363
147 159 0.691689
147 158 0.954582
147 157 0.679919
147 156 0.972297
147 155 1.13833
147 154 0.698256
147 153 1.37054
147 152 1.29376
147 151 0.964758
147 149 0.670496
147 148 0.419833
148 491 1.08854
148 472 1.1422
148 470 1.18511
148 469 1.33398
148 463 1.07248
148 456 0.789997
148 450 0.972664
148 448 1.25713
148 425 1.35892
148 410 0.821102
148 398 0.66572
148 394 0.38396
148 392 1.30396
148 390 0.416929
148 384 0.666341
148 382 0.849464
148 371 0.890976
148 359 1.14088
148 354 0.975648
148 353 0.928885
148 340 0.562331
148 337 1.32291
148 336 1.29245
148 332 0.993633
148 329 0.718856
148 327 0.950753
148 325 0.617712
148 305 0.552626
148 285 0.993551
148 278 0.826653
148 277 1.19871
148 272 0.734134
148 265 1.14892
148 259 0.66203
148 256 1.17569
148 255 0.860547
148 254 0.608873
148 249 0.442046
148 248 1.06589
148 247 1.22247
148 246 1.4583
148 245 1.16259
148 242 1.12976
148 240 1.02798
148 239 0.874839
148 238 1.15333
148 237 0.778622
148 236 0.559701
148 234 0.863812
148 233 1.38218
148 231 0.501829
148 229 1.10733
148 228 0.158724
148 227 0.958138
148 226 1.22436
148 225 1.56493
148 223 0.753661
148 221 0.747946
148 220 1.13825
148 218 0.992186
148 217 0.790098
148 216 0.920513
148 215 1.24578
148 214 0.923804
148 213 0.992221
148 212 0.36463
148 208 1.3183
148 207 1.03979
148 206 0.985594
148 202 0.72689
148 200 1.00804
148 199 0.66863
148 198 0.724223
148 197 1.44173
148 196 0.730341
148 195 0.761233
148 194 0.479227
148 191 0.848437
148 189 1.07934
148 188 0.813919
148 184 0.912295
148 183 1.2201
148 182 1.20847
148 181 0.874025
148 179 1.24447
148 178 0.857126
148 177 1.1766
148 176 0.421586
148 175 0.660051
148 174 1.02184
148 173 0.753324
148 172 0.938848
148 171 1.47246
148 170 1.35879
148 169 0.948869
148 168 1.22001
148 167 1.10522
148 166 1.93822
148 165 0.94218
148 163 1.00765
148 162 0.956989
148 161 1.24258
148 160 0.763137
148 159 0.929913
148 158 1.04534
148 157 0.422716
148 155 1.0295
148 154 1.29288
148 153 0.792171
148 151 1.06316
148 150 1.23165
148 149 1.3738
149 498 0.839801
149 497 1.74829
149 494 1.16223
149 486 1.39356
149 474 1.04754
149 469 0.651238
149 463 0.894587
149 459 1.15798
149 458 1.2569
149 456 0.902754
149 453 0.488889
149 449 1.28747
149 443 0.834669
149 442 0.779167
149 440 0.920114
149 437 1.07794
149 427 0.254143
149 426 1.36854
149 425 1.35131
149 417 0.887342
149 413 0.588952
149 411 0.260484
149 403 0.525635
149 397 1.44278
149 394 1.21214
149 386 1.05821
149 385 0.897665
149 377 1.59762
149 374 1.38004
149 373 0.990068
149 372 1.21123
149 368 1.39154
149 363 0.769348
149 361 0.55585
149 354 0.822395
149 353 1.03821
149 350 0.948755
149 347 0.819841
149 340 1.1671
149 338 0.796592
149 337 0.88621
149 323 1.30087
149 320 1.23813
149 316 0.83515
149 314 0.997513
149 309 1.14416
149 303 1.58125
149 292 1.68636
149 289 0.67216
149 285 0.579632
149 278 0.492958
149 275 1.34148
149 271 0.949442
149 265 1.53093
149 261 1.3685
149 251 0.656609
149 249 1.18965
149 248 1.48073
149 247 0.894671
149 246 1.1066
149 245 1.53906
149 242 1.12281
149 241 0.83756
149 240 0.90895
149 238 0.837942
149 237 1.10922
149 236 0.460758
149 235 1.11002
149 234 0.985338
149 233 1.18941
149 232 1.59816
149 231 0.813378
149 229 1.39419
149 228 0.861808
149 227 1.44909
149 226 0.72277
149 225 0.788392
149 224 0.891073
149 223 1.14299
149 222 1.55997
149 221 1.57998
149 219 1.04921
149 218 1.15997
149 217 1.35803
149 216 0.753938
149 215 0.484545
149 214 0.92315
149 213 1.27876
149 212 0.574435
149 211 1.0998
149 210 1.03986
149 209 0.528521
149 207 0.499426
149 205 0.934818
149 204 1.1162
149 203 1.30488
149 202 1.01255
149 201 0.811867
149 200 0.846403
149 199 0.940179
149 198 0.930956
149 196 1.34536
149 195 0.657531
149 194 0.856945
149 193 0.795388
149 189 1.25529
149 188 0.715466
149 187 0.994895
149 186 1.27817
149 185 0.792993
149 184 1.03788
149 183 1.01769
149 182 0.58496
149 181 0.501963
149 178 0.960251
149 175 1.36015
149 174 1.03968
149 173 1.04192
149 172 1.06663
149 171 1.47372
149 170 1.33724
149 169 1.3383
149 168 1.13576
149 167 0.7412
149 165 0.497853
149 164 1.20761
149 163 1.17968
149 162 0.749324
149 161 0.287187
149 160 1.34814
149 159 0.996775
149 158 1.41249
149 155 0.65715
149 154 1.8107
149 153 1.22421
149 151 1.3744
149 150 0.578123
150 493 1.26962
150 485 0.416535
150 482 1.80835
150 479 1.13258
150 478 1.06425
150 477 1.08409
150 474 0.332607
150 471 1.14151
150 469 0.960885
150 466 1.3368
150 462 0.512256
150 457 0.391897
150 445 1.80161
150 441 0.980555
150 438 0.245047
150 432 1.03484
150 426 0.981521
150 421 1.25235
150 418 0.98986
150 402 1.38448
150 385 0.726473
150 381 1.15299
150 368 1.00874
150 367 1.03885
150 364 1.14359
150 360 0.903793
150 357 1.41809
150 353 0.783559
150 352 1.6559
150 351 0.655466
150 348 1.13037
150 343 1.1447
150 326 1.20498
150 325 1.5019
150 324 0.47558
150 321 0.924903
150 316 1.12356
150 310 0.914182
150 305 1.42602
150 303 1.25132
150 300 0.96121
150 299 0.988688
150 296 0.728934
150 292 0.833689
150 285 1.23052
150 282 0.763339
150 275 1.18569
150 271 0.99677
150 267 0.938759
150 262 0.696225
150 261 0.891855
150 255 0.58209
150 253 0.914415
150 252 1.58619
150 250 1.27841
150 249 1.16683
150 248 0.70478
150 246 1.04565
150 245 0.706583
150 244 0.933692
150 243 0.897384
150 242 1.01182
150 241 0.955864
150 240 1.01623
150 239 0.736532
150 238 0.677288
150 237 0.467776
150 236 0.957801
150 235 1.09653
150 233 1.41574
150 232 0.780545
150 231 0.581119
150 230 0.745712
150 229 1.29368
150 228 0.690794
150 227 1.29603
150 226 1.33929
150 225 1.24862
150 224 0.886791
150 223 0.731019
150 222 0.971859
150 221 1.53338
150 220 1.2799
150 219 0.844751
150 218 1.21479
150 217 1.24316
150 216 0.979939
150 215 0.784883
150 214 0.776376
150 213 0.546191
150 212 1.27624
150 211 0.316278
150 210 0.485889
150 208 1.09394
150 207 0.917191
150 205 1.68555
150 204 0.986852
150 202 1.31786
150 201 1.23912
150 199 0.855087
150 198 0.857033
150 197 1.29375
150 195 0.72486
150 194 0.806504
150 192 0.927849
150 189 0.954554
150 188 1.29587
150 186 1.19576
150 185 1.14186
150 184 0.990101
150 183 1.16295
150 181 0.4594
150 180 0.58958
150 179 1.07258
150 177 1.13555
150 176 0.924877
150 175 1.04725
150 174 0.981676
150 173 1.08752
150 172 0.858947
150 170 0.906725
150 169 0.970058
150 168 0.952086
150 167 0.676854
150 164 0.754605
150 163 0.984378
150 162 1.06896
150 161 0.917933
150 159 0.981458
150 157 1.21513
150 155 1.17149
150 154 0.792467
150 153 1.12296
150 152 1.3197
150 151 1.45588
151 497 0.844814
151 496 1.14654
151 495 0.785623
151 494 1.22709
151 490 0.912696
151 479 0.931979
151 477 1.48392
151 476 1.10282
151 469 0.800775
151 468 1.41068
151 466 0.726735
151 459 0.999308
151 451 1.13577
151 445 0.619329
151 442 0.796818
151 436 0.410811
151 427 0.840474
151 414 1.41342
151 401 1.23755
151 391 0.599941
151 380 0.668511
151 379 1.27435
151 367 1.00608
151 359 1.20675
151 358 1.20374
151 356 0.827458
151 355 0.709295
151 346 1.53656
151 344 1.30689
151 335 0.744235
151 332 0.709953
151 328 1.15777
151 319 1.1192
151 311 1.46512
151 308 0.78973
151 302 0.506058
151 301 1.16757
151 293 1.09941
151 291 1.07385
151 289 0.780962
151 288 1.03734
151 283 1.12925
151 280 1.14868
151 277 1.04078
151 273 1.07596
151 260 1.15765
151 257 1.36465
151 254 0.862253
151 253 0.588118
151 249 0.676236
151 248 0.959853
151 247 1.48633
151 245 0.678648
151 243 0.813707
151 241 1.09978
151 240 1.19074
151 239 0.925987
151 238 0.890475
151 237 1.26456
151 233 0.907986
151 232 -0.0465446
151 231 0.953395
151 229 1.02164
151 228 0.791201
151 227 0.621341
151 226 1.17153
151 225 0.850354
151 222 0.520717
151 221 1.45935
151 220 0.651185
151 217 1.38614
151 215 1.04498
151 213 1.17663
151 212 1.70503
151 210 0.702774
151 209 1.38858
151 207 0.869045
151 206 1.46181
151 205 1.22682
151 204 0.99295
151 203 1.19024
151 201 1.18805
151 200 1.15894
151 198 0.848849
151 196 1.57354
151 195 1.05692
151 193 1.06634
151 192 0.870385
151 189 0.497731
151 188 1.2852
151 187 1.09716
151 186 1.07758
151 185 0.612567
151 184 1.405
151 183 0.561205
151 182 0.798101
151 181 1.19293
151 179 0.793514
151 178 0.972832
151 177 0.637491
151 176 0.9785
151 175 0.838902
151 174 1.08142
151 173 0.984898
151 172 0.611026
151 171 0.893625
151 170 1.08235
151 169 0.372592
151 168 0.995674
151 167 0.984736
151 166 1.20266
151 165 0.844936
151 164 1.12576
151 162 0.996464
151 161 0.579167
151 160 0.766023
151 159 1.26842
151 158 1.101
151 156 1.06599
151 155 0.846688
151 154 0.855025
151 153 0.939128
151 152 0.955447
152 499 0.976331
152 496 0.506044
152 492 1.04059
152 486 1.01452
152 475 0.782452
152 466 0.816715
152 465 0.849528
152 458 0.33027
152 451 1.11845
152 446 0.921096
152 442 1.09365
152 439 0.830568
152 433 0.928658
152 430 0.738885
152 422 0.985246
152 420 0.534447
152 403 1.0756
152 395 0.464616
152 393 1.22872
152 391 0.975962
152 386 1.11759
152 385 1.32129
152 383 0.81522
152 372 0.847464
152 369 1.35433
152 368 0.53528
152 360 1.26935
152 352 0.788091
152 346 1.04857
152 345 0.691184
152 341 0.523018
152 340 0.816823
152 337 0.757883
152 332 1.51282
152 329 1.34854
152 328 1.47332
152 323 1.49479
152 320 0.964092
152 316 1.03308
152 302 0.774437
152 301 1.18884
152 297 1.47313
152 296 1.10654
152 290 1.35111
152 284 0.608568
152 281 1.20742
152 270 0.586154
152 263 1.51075
152 255 0.996622
152 249 0.834805
152 248 0.969008
152 247 1.37025
152 246 1.3915
152 244 1.1412
152 243 0.961475
152 241 0.896154
152 240 1.07698
152 238 1.26509
152 237 1.02482
152 235 0.888782
152 233 1.23793
152 232 0.800833
152 231 0.512367
152 230 0.785544
152 229 0.982205
152 228 1.24818
152 227 1.0394
152 226 1.45385
152 224 0.624325
152 223 0.667898
152 221 1.35039
152 220 1.4487
152 219 1.26743
152 217 0.795288
152 215 0.932954
152 213 1.1482
152 212 0.881753
152 211 1.18126
152 210 1.43213
152 209 1.47508
152 207 0.308409
152 205 1.52956
152 204 0.796161
152 203 0.769552
152 202 1.04678
152 199 0.9311
152 198 1.00072
152 196 0.829032
152 195 1.14687
152 192 0.415128
152 189 1.0662
152 188 0.874438
152 187 1.41456
152 185 0.928175
152 184 1.04584
152 183 1.2909
152 182 1.02322
152 181 1.27588
152 180 1.44771
152 179 1.38349
152 178 1.65386
152 177 1.2248
152 175 1.02523
152 174 1.19229
152 173 1.42094
152 172 1.23083
152 171 1.0036
152 170 0.959597
152 169 0.632244
152 168 1.29333
152 167 1.35776
152 166 1.11696
152 165 1.22193
152 164 1.37607
152 163 0.745872
152 162 1.70487
152 160 0.909949
152 157 1.30242
152 156 1.20612
152 154 1.33168
152 153 0.664345
153 493 0.614513
153 489 0.753654
153 481 0.869787
153 471 1.21444
153 458 1.2727
153 457 0.881356
153 448 0.892267
153 441 0.96353
153 437 1.41514
153 433 1.03738
153 423 0.81095
153 418 1.27294
153 412 0.603449
153 408 0.766996
153 406 1.40701
153 405 1.25017
153 383 0.90285
153 382 1.00778
153 381 0.521528
153 380 0.723929
153 378 0.44703
153 373 0.869215
153 371 0.936177
153 369 1.53386
153 364 1.09665
153 362 1.10459
153 361 0.83001
